transaction_id,ventureid,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,dateoftransaction,timing,currency,remarks,specificationcategory
GD016_T004,GD016,Return,Not specified,642.25833333,,,1774-03-04,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T005,GD016,Return,Not specified,971.6,,,1774-06-20,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T006,GD016,Return,Not specified,1968.75,,,1774-07-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T007,GD016,Return,Not specified,811.475,,,1774-12-22,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T008,GD016,Return,Not specified,326.2125,,,1775-04-08,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T009,GD016,Return,Not specified,706.69166667,,,1775-04-25,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T010,GD016,Return,Not specified,414.76666667,,,1775-04-25,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T011,GD016,Return,Not specified,1084.26666667,,,1775-04-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T012,GD016,Return,Not specified,697.52916667,,,1775-09-15,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T013,GD016,Return,Not specified,653.9,,,1775-12-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T014,GD016,Return,Not specified,802.90833333,,,1775-12-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T015,GD016,Return,Not specified,378.94583333,,,1777-07-02,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T016,GD016,Return,Not specified,104.95,,,1778-07-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T017,GD016,Return,Not specified,781.2875,,,1780-12-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD016_T018,GD016,Return,Not specified,1350,,,1773-09-23,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD016_T019,GD016,Return,Not specified,450,,,1775-04-26,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD016_T020,GD016,Return,Not specified,248.75,,,1775-04-26,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD016_T021,GD016,Return,Not specified,1743.75,,,1776-01-28,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD016_T022,GD016,Return,Not specified,72,,,1777-06-18,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD016_T023,GD016,Return,Not specified,439.875,,,1785-04-04,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD016_T024,GD016,Return,Not specified,781.64583333,,,1785-04-04,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD016_T025,GD016,Return,Not specified,37.3125,,,1793-07-24,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T001,GD017,Expenditure,Not specified,20000,,,1768,Outfitting,Livres tournois,,Unspecified in source
GD017_T002,GD017,Expenditure,Not specified,944.3375,,,1768,After outfitting,Livres tournois,,Unspecified in source
GD017_T003,GD017,Return,Not specified,579.5,,,1770-12-25,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T004,GD017,Return,Not specified,2015.67083333,,,1770-12-25,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T005,GD017,Return,Not specified,3100,,,1770-12-25,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T006,GD017,Return,Not specified,1524.975,,,1770-12-25,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T007,GD017,Return,Not specified,1124.6125,,,1770-12-25,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T008,GD017,Return,Not specified,4319.67916667,,,1770-12-25,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T009,GD017,Return,Not specified,1497.14583333,,,1770-12-25,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T010,GD017,Return,Not specified,6915.85833333,,,1771-05-29,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T011,GD017,Return,Not specified,1817.5,,,1772-08-06,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T012,GD017,Return,Not specified,3913.65416667,,,1772-08-06,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T013,GD017,Return,Not specified,1136.97916667,,,1775-06-18,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T014,GD017,Return,Not specified,1401.12916667,,,1775-06-18,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T015,GD017,Return,Not specified,536.1125,,,1779-05-15,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T016,GD017,Return,Not specified,420.8,,,1779-05-15,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T017,GD017,Return,Not specified,334.3625,,,1779-05-15,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T018,GD017,Return,Not specified,297.3875,,,1779-05-15,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T019,GD017,Return,Not specified,1918.60833333,,,1788-05-15,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T020,GD017,Return,Not specified,1068.225,,,1792-04-21,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T021,GD017,Return,Not specified,322.59166667,,,1792-04-21,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T022,GD017,Return,Not specified,125.25,,,1795-11-20,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T023,GD017,Return,Not specified,1424.35416667,,,1773-09-23,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T024,GD017,Return,Not specified,982.61666667,,,1773-09-23,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T025,GD017,Return,Not specified,747.77083333,,,1775-04-23,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T026,GD017,Return,Not specified,541.77916667,,,1775-04-23,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T027,GD017,Return,Not specified,368.62083333,,,1775-04-23,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T028,GD017,Return,Not specified,650.5625,,,1775-04-23,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T029,GD017,Return,Not specified,660.27083333,,,1775-04-23,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T030,GD017,Return,Not specified,720,,,1775-04-23,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T031,GD017,Return,Not specified,979.225,,,1775-06-13,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD017_T032,GD017,Return,Not specified,378,,,1775-06-13,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T001,GD018,Expenditure,Not specified,13156.3375,,,1768,Outfitting,Livres tournois,,Unspecified in source
GD018_T002,GD018,Expenditure,Not specified,624.8375,,,1768,After outfitting,Livres tournois,,Unspecified in source
GD018_T003,GD018,Expenditure,Not specified,16907.225,,,1770,Outfitting,Livres tournois,,Unspecified in source
GD018_T004,GD018,Expenditure,Not specified,232.675,,,1770,After outfitting,Livres tournois,,Unspecified in source
GD018_T005,GD018,Expenditure,Not specified,9407.30416667,,,1772,Outfitting,Livres tournois,,Unspecified in source
GD018_T006,GD018,Expenditure,Not specified,865.10416667,,,1772,After outfitting,Livres tournois,,Unspecified in source
GD018_T007,GD018,Expenditure,Not specified,10715.925,,,1774,Outfitting,Livres tournois,,Unspecified in source
GD018_T008,GD018,Expenditure,Not specified,1048.0125,,,1774,After outfitting,Livres tournois,,Unspecified in source
GD018_T009,GD018,Expenditure,Not specified,2262.10416667,,,1777,Outfitting,Livres tournois,,Unspecified in source
GD018_T010,GD018,Expenditure,Not specified,685.5,,,1777,After outfitting,Livres tournois,,Unspecified in source
GD018_T011,GD018,Expenditure,Not specified,2947.60416667,,,1777,Outfitting,Livres tournois,,Unspecified in source
GD018_T012,GD018,Expenditure,Not specified,878.5,,,1777,After outfitting,Livres tournois,,Unspecified in source
GD018_T013,GD018,Return,Not specified,3246.075,,,1769-10-26,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T014,GD018,Return,Not specified,4011.75,,,1770-05-17,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T015,GD018,Return,Not specified,1154.125,,,1770-06-02,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T016,GD018,Return,Not specified,1345.83333333,,,1770-10-27,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T017,GD018,Return,Not specified,3351.26666667,,,1771-03-04,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T018,GD018,Return,Not specified,1407.475,,,1771-09-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T019,GD018,Return,Not specified,463.7,,,1771-12-17,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T020,GD018,Return,Not specified,3938.53333333,,,1772-01-07,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T021,GD018,Return,Not specified,791.49583333,,,1772-04-05,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T022,GD018,Return,Not specified,1358.30833333,,,1772-04-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T023,GD018,Return,Not specified,643.40833333,,,1772-04-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T024,GD018,Return,Not specified,557.72083333,,,1772-10-08,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T025,GD018,Return,Not specified,348.575,,,1772-10-08,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T026,GD018,Return,Not specified,483.225,,,1773-07-11,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T027,GD018,Return,Not specified,763.77916667,,,1773-11-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T028,GD018,Return,Not specified,192.21666667,,,1773-11-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T029,GD018,Return,Not specified,1082.025,,,1773-11-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T030,GD018,Return,Not specified,980.325,,,1774-02-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T031,GD018,Return,Not specified,2367.1375,,,1774-02-10,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T032,GD018,Return,Not specified,865.10416667,,,1774-07-10,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T033,GD018,Return,Not specified,173.4875,,,1774-03-24,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T034,GD018,Return,Not specified,173.4875,,,1774-03-24,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T035,GD018,Return,Not specified,366.39166667,,,1774-07-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T036,GD018,Return,Not specified,1602.1,,,1774-07-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T037,GD018,Return,Not specified,802.90416667,,,1774-10-25,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T038,GD018,Return,Not specified,348.58333333,,,1774-10-25,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T039,GD018,Return,Not specified,274.0875,,,1774-11-18,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T040,GD018,Return,Not specified,555.4125,,,1774-06-26,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T041,GD018,Return,Not specified,225.85833333,,,1774-03-14,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T042,GD018,Return,Not specified,431.775,,,1774-06-20,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T043,GD018,Return,Not specified,898.01666667,,,1774-07-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T044,GD018,Return,Not specified,411.13333333,,,1774-11-18,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T045,GD018,Return,Not specified,192.13333333,,,1774-12-28,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T046,GD018,Return,Not specified,192.33333333,,,1774-12-28,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T047,GD018,Return,Not specified,567.525,,,1774-12-31,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T048,GD018,Return,Not specified,142.7625,,,1775-04-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T049,GD018,Return,Not specified,157.5,,,1775-04-25,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T050,GD018,Return,Not specified,216.85416667,,,1775-05-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T051,GD018,Return,Not specified,361.425,,,1775-05-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T052,GD018,Return,Not specified,722.84166667,,,1775-05-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T053,GD018,Return,Not specified,232.525,,,1775-09-15,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T054,GD018,Return,Not specified,544.8625,,,1775-12-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T055,GD018,Return,Not specified,99.54166667,,,1775-09-15,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T056,GD018,Return,Not specified,124.0375,,,1776-04-17,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T057,GD018,Return,Not specified,260.97916667,,,1776-05-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T058,GD018,Return,Not specified,2719.825,,,1776-07-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T059,GD018,Return,Not specified,364.57916667,,,1776-07-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T060,GD018,Return,Not specified,230.1,,,1776-07-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T061,GD018,Return,Not specified,225.45833333,,,1776-07-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T062,GD018,Return,Not specified,488.50833333,,,1776-07-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T063,GD018,Return,Not specified,862.89583333,,,1775-05-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T064,GD018,Return,Not specified,90.40416667,,,1776-07-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T065,GD018,Return,Not specified,319.05,,,1776-08-24,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T066,GD018,Return,Not specified,243.5125,,,1776-08-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T067,GD018,Return,Not specified,133.81666667,,,1776-08-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T068,GD018,Return,Not specified,836.3625,,,1776-08-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T069,GD018,Return,Not specified,302.50416667,,,1777-04-26,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T070,GD018,Return,Not specified,168.42083333,,,1777-07-02,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T071,GD018,Return,Not specified,131.44583333,,,1777-08-26,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T072,GD018,Return,Not specified,184.33333333,,,1777-08-26,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T073,GD018,Return,Not specified,443.59166667,,,1777-11-24,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T074,GD018,Return,Not specified,110.96666667,,,1778-07-31,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T075,GD018,Return,Not specified,1659.025,,,1778-07-31,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T076,GD018,Return,Not specified,295.91666667,,,1778-07-31,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T077,GD018,Return,Not specified,329.9875,,,1780-11-04,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T078,GD018,Return,Not specified,208.06666667,,,1780-11-10,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T079,GD018,Return,Not specified,182.275,,,1780-12-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T080,GD018,Return,Not specified,130.2125,,,1780-12-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T081,GD018,Return,Not specified,1354.23333333,,,1780-12-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T082,GD018,Return,Not specified,108.49166667,,,1782-09-27,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source
GD018_T083,GD018,Return,Not specified,9075.7875,,,1770-08-19,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T084,GD018,Return,Not specified,333.51666667,,,1772-08-29,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T085,GD018,Return,Not specified,3318.05833333,,,1772-08-16,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T086,GD018,Return,Not specified,142.625,,,1772-08-28,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T087,GD018,Return,Not specified,83.18333333,,,1775-04-26,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T088,GD018,Return,Not specified,86.025,,,1775-04-26,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T089,GD018,Return,Not specified,1170.025,,,1775-04-26,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T090,GD018,Return,Not specified,122.4,,,1775-04-26,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T091,GD018,Return,Not specified,234.60833333,,,1777-06-18,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T092,GD018,Return,Not specified,74.63333333,,,1777-06-18,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T093,GD018,Return,Not specified,56.775,,,1777-06-18,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T094,GD018,Return,Not specified,222.95416667,,,1777-06-18,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T095,GD018,Return,Not specified,80.57083333,,,1779-05-15,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T096,GD018,Return,Not specified,371.8875,,,1779-05-15,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T097,GD018,Return,Not specified,140.55,,,1779-06-30,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T098,GD018,Return,Not specified,2603.72916667,,,1779-06-30,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T099,GD018,Return,Not specified,110.96666667,,,1779-06-30,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T100,GD018,Return,Not specified,244,,,1784-04-04,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T101,GD018,Return,Not specified,102.54166667,,,1787-06-30,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T102,GD018,Return,Not specified,56.61666667,,,1787-06-30,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T103,GD018,Return,Not specified,171.54166667,,,1777-06-30,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T104,GD018,Return,Not specified,411.75416667,,,1777-06-30,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T105,GD018,Return,Not specified,439.25,,,1777-06-30,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T106,GD018,Return,Not specified,349.58333333,,,1780-12-20,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T107,GD018,Return,Not specified,299.58333333,,,1780-12-20,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T108,GD018,Return,Not specified,29.95833333,,,1780-12-20,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T109,GD018,Return,Not specified,11.73333333,,,1781-08-20,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T110,GD018,Return,Not specified,73.75,,,1781-08-20,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
GD018_T111,GD018,Return,Not specified,110.96666667,,,1781-08-20,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source
